,brand,image,ingredient,name,price,category
247,온더바디,https://contents.lotteon.com/itemimage/LB/PD/10/00/37/62/_6/03/5/LBPD10003762_6035_1.jpg/dims/resizef/554X554,"""  정제수, 올리브오일피이지-7에스터, 디프로필렌글라이콜, 부틸렌글라이콜, 글리세린, 드럼스틱나무씨오일, 가시대나무수액, 자작나무수액, 하늘타리줄기즙, 피이지-6카프릴릭/카프릭글리세라이드, 1,2-헥산디올, 향료   """,2초 매직 딥클렌징 오일 200ml,"7,900원",스킨케어
248,얼트루,https://contents.lotteon.com/itemimage/LB/PK/10/02/30/10/_3/45/61/LBPK10023010_34561_1.jpg/dims/resizef/554X554,"정제수, 부틸렌글라이콜, 글리세린, 자몽추출물, 비스-피이지-18메칠에텔디메칠실란, 피이지-60하이드로제네이티드캐스터오일, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 폴리아크릴릭애씨드, 디메치콘, 오이추출물, 녹차추출물, 포타슘하이드록사이드, 셀룰로오스검, 에칠헥실글리세린, 벚꽃추출물, 연꽃추출물, 백합추출물, 달맞이꽃뿌리추출물, 데저트샌드버베나잎추출물, 백년초꽃추출물, 용설란줄기추출물, 조슈아나무뿌리추출물, 캔들우드줄기추출물, 크레오소트부시추출물, 치자추출물, 카카오추출물, 타마린드씨폴리사카라이드, 트레할로스, 1,2-헥산디올, 레시틴, 미로탐누스 플라벨리폴리아잎추출물, 레스베라트롤, 실리카, 물냉이추출물, 폴리쿼터늄-51, 디소듐이디티에이, 페녹시에탄올, 향료",브라이트닝 젤리 마스크팩 10매,"30,000원",스킨케어
249,비페스타,https://contents.lotteon.com/itemimage/LB/PD/10/00/57/12/_8/84/4/LBPD10005712_8844_1.jpg/dims/resizef/554X554,"정제수,글리세린,디프로필렌글라이콜,이소부탄,폴리글리세릴-10미리스테이트,피이지-6,소듐코코일글루타미네이트,피이지-32,피이지-150스테아레이트,이산화탄소,소듐라우릴포스페이트,미리스틱애씨드,잔탄검,피이지-50하이드로제네이티드캐스터오일,페녹시에탄올,에톡시디글라이콜,카프릴릴글라이콜,오렌지류껍질오일,부틸렌글라이콜,녹차추출물,하이드록시프로필트리모늄하이알루로네이트",탄산무스폼 오일클리어 180ml,"6,500원",스킨케어
250,비알티씨,https://contents.lotteon.com/itemimage/LB/PD/10/02/00/13/_3/06/26/LBPD10020013_30626_1.jpg/dims/resizef/554X554,"정제수, 글리세레스-25피씨에이아이소스테아레이트, 해수, 밤부사 불가리스수, 하이드롤라이즈드산호, 하이드롤라이즈드콜라겐, 로즈힙열매오일, 올리브오일, 소듐하이알루로네이트, 자작나무수액, 에델바이스캘러스배양추출물, 인동덩굴꽃추출물, 스피룰리나 플라텐시스추출물, 라벤더추출물, 클레리추출물, 히아신스전초추출물, 마트리카리아꽃/잎추출물, 보리지추출물, 수레국화꽃추출물, 에틸헥실글리세린, 병풀추출물, 알로에베라잎추출물, 페퍼민트추출물, 유칼립투스잎추출물, 마트리카리아꽃추출물, 부틸렌글라이콜, 몽당잎모자반추출물, 페퍼민트잎추출물, 고삼뿌리추출물, 하수오뿌리추출물, 슈도알테로모나스발효추출물, 효모용해추출물, 쇠비름추출물, 프로폴리스추출물, 판테놀, 나이아신아마이드, 하이드로제네이티드레시틴, 토코페릴석시네이트, 리놀레익애씨드, 글리세릴올리에이트, 피리독신에이치씨엘, 폴릭애씨드, 바이오틴, 사이아노코발아민, 베타-카로틴, 소듐아스코빌포스페이트, 브로콜리추출물, 글리세린, 1,2-헥산다이올, 라벤더오일, 세틸피리디늄클로라이드, 소듐시트레이트, 시트릭애씨드, 다이소듐이디티에이",V10 포어 클렌징 패드 80매,"16,500원",스킨케어
251,뉴트로지나,https://contents.lotteon.com/itemimage/LB/PD/10/01/67/16/_2/58/12/LBPD10016716_25812_1.jpg/dims/resizef/554X554,"정제수, 세틸에칠헥사노에이트, C12-15알킬벤조에이트, 이소노닐이소노나노에이트, 피이지-4, 사이클로펜타실록산, 헥실렌글라이콜, 트리베헤닌피이지-20에스터, 하이드록시에칠아크릴레이트/소듐아크릴로일디메칠타우레이트코폴리머, 사이클로헥사실록산, 페녹시에탄올, 스쿠알란, 향료, 카보머, 메칠파라벤, 폴리소르베이트60, 프로필파라벤, 소듐하이드록사이드, 시트랄, 리모넨, 리날룰, 헥실신남알",딥클린 클렌징 크림 285ml,"12,400원",스킨케어
252,닥터브로너스,https://contents.lotteon.com/itemimage/LB/PD/10/00/18/69/_3/91/7/LBPD10001869_3917_1.jpg/dims/resizef/554X554,상세설명 참고,퓨어 캐스틸 솝 475ml,"20,000원",스킨케어
253,메디필,https://contents.lotteon.com/itemimage/LB/PD/10/01/81/91/_2/79/59/LBPD10018191_27959_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 다이프로필렌글라이콜, 녹차가루, 벤토나이트, 세틸에틸헥사노에이트, 폴리솔베이트60, 사철 쑥가루, 마트리카리아추출물, 갈대추출물, 복령추출물, 포도 캘러스배양추출물, 연꽃캘러스배양추출물, 녹차캘러스배양 추출물, 인삼캘러스배양추출물, 감초뿌리추출물, 눈빛승마 추출물, 하수오뿌리추출물, 진흙버섯추출물, 참당귀뿌리추 출물, 뽕나무껍질추출물, 작약추출물, 도둑놈의지팡이뿌리 추출물, 황금추출물, 녹차추출물, 병풀추출물, 마트리카리아 꽃추출물, 스페인감초뿌리추출물, 호장근뿌리추출물, 로즈 마리잎추출물, 버지니아풍년화잎추출물, 살비아잎추출물, 티트리추출물, 유칼립투스잎추출물, 흰버드나무껍질추출물, 포트마리골드추출물, 보리지추출물, 커먼자스민추출물, 라벤더추출물, 콘민트잎추출물, 로즈마리추출물, 뽕나무뿌리 추출물, 타임추출물, 버지니아풍년화추출물, 검정콩추출물, 약모밀추출물, 구기자추출물, 소엽잎추출물, 검은깨추출물, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 병풀 잎추출물, 개똥쑥추출물, 서양민들레잎추출물, 포트마리골 드꽃추출물, 은행나무잎추출물, 잔탄검, 크로뮴옥사이드그 린, 알란토인, 소듐하이알루로네이트, 아세틸헥사펩타이드 -8, 카퍼트라이펩타이드-1, 팔미토일펜타펩타이드-4, 트라 이펩타이드-1, 팔미토일트라이펩타이드-1, 헥사펩타이드-9, 노나펩타이드-1, 팔미토일테트라펩타이드-7, 아세틸옥 타펩타이드-3, 미리스토일펜타펩타이드-17, 알에이치-올 리고펩타이드-1, 알에이치-폴리펩타이드-11, 솔비탄스테 아레이트, 스테아릭애씨드, 소듐아크릴레이트/소듐아크릴 로일디메칠타우레이트코폴리머, 아이소헥사데칸, 폴리솔베 이트80, 에틸헥실글리세린, 카프릴릴글라이콜, 하이드롤라 이즈드해면, 클로페네신, 향료",허벌필톡스 필링 120g,"15,200원",스킨케어
254,김정문알로에,https://contents.lotteon.com/itemimage/LB/PD/10/02/14/45/_3/24/19/LBPD10021445_32419_1.jpg/dims/resizef/554X554,"페트롤라툼, 비즈왁스, 세틸에틸헥사노에이트, 하이드로제네잍티드폴리아이소부텐, 돌콩오일, 솔비탄세스퀴올리에이트, 라벤더오일, 하이드로제네이티드코튼씨드오일, 토코페릴아세테이트, 칸델라브라알로에잎추출물, 알로에베라잎즙, 프로폴리스추출물, 병풀추출물, 부틸렌글라이콜, 1,2-헥산다이올카프릴릴글라이콜, 살구씨오일, 녹차씨오일, 시어버터, 아르간커넬오일, 아보카도오일, 티트리잎오일, 해바라기씨오일, 세라마이드엔피, 보검선인장씨오일, 카프릴릭/카프릭트라이글리세라이드, 석류시오일, 레몬시오일, 사과씨오일, 자몽씨오일,포도씨오일, 포트마리골드꽃오일",L+ 큐어 인텐시브 2X 크림 기획 50g 2개입,"18,900원",스킨케어
255,아벤느,https://contents.lotteon.com/itemimage/LB/PD/10/01/93/40/_2/95/95/LBPD10019340_29595_1.jpg/dims/resizef/554X554,"아벤느 온천수 (아쿠아),글리세린,펜틸렌글라이콜,1,2-헥산다이올,다이메티콘,아이소세틸스테아로일스테아레이트,트라이에틸헥사노인,카프릴릭/카프릭트라이글리세라이드,베타인,메틸글루세스-20,폴리글리세릴-10미리스테이트,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,비에이치티,비스-피이지-18메틸에터다이메틸실레인,C12-20알킬글루코사이드,C14-22알코올,카보머,시트릭애씨드,당호박씨오일,향료,피토스테롤,포타슘하이드록사이드,소듐시트레이트,소듐덱스트란설페이트,소듐하이알루로네이트,스쿠알란,토코페릴글루코사이드,정제수",이드랑스 아쿠아 크림 인 젤 50ml,"30,000원",스킨케어
256,앤서나인틴,https://contents.lotteon.com/itemimage/LB/PD/10/01/67/25/_2/57/92/LBPD10016725_25792_1.jpg/dims/resizef/554X554,"유자껍질추출물(38.2%), 락토바실러스발효물, 비피다발효여과물, 부틸렌글라이콜, 글리세린, 정제수, 나이아신아마이드, 1,2-헥산다이올, 클로렐라 불가리스추출물, 아이리쉬모스추출물, 사탕수수추출물, 소듐하이알루로네이트, 인도멀구슬나무꽃추출물, 하이드롤라이즈드호호바에스터, 인도멀구슬나무잎추출물, 울금뿌리추출물, 홀리바질잎추출물, 왕귤껍질오일, 참산호말추출물, 유자추출물(20ppm), 레몬껍질오일, 오렌지껍질오일, 유자오일(0.05ppm), 다이프로필렌글라이콜, 글리세레스-26, 글루코오스, 트라넥사믹애씨드, 콜레스-24, 프룩토올리고사카라이드, 프룩토오스, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 , 에틸헥실글리세린, 아데노신, 소듐파이테이트, 에칠아스코빌에텔, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드레시틴, 토코페롤, 폴리글리세릴-10스테아레이트, 리놀레닉애씨드, 판테놀, 소듐아스코빌포스페이트, 바이오틴, 피리독신, 사이아노코발아민, 베타-카로틴, 리보플라빈, 티아민에이치씨엘, 잔탄검, 리모넨.    전성분상 유자바이옴™, 는 멀티 비타좀의 해당 성분입니다.",유자 바이오엠 브라이트 세럼 기획,"24,700원",스킨케어
257,싸이닉,https://contents.lotteon.com/itemimage/LB/PD/10/02/06/71/_3/13/95/LBPD10020671_31395_1.jpg/dims/resizef/554X554,"정제수, 다이프로필렌글라이콜, 글리세린, 다이포타슘글리시리제이트, 베타인, 1,2-헥산다이올, 소듐하이알루로네이트, 폴리글리세릴-10라우레이트, 부틸렌글라이콜, 모란뿌리추출물, 알란토인, 카보머, 아데노신, 트로메타민, 잔탄검, 로우스위트블루베리추출물(1,000 ppm), 레스베라트롤, 소듐파이테이트, 하이드록시아세토페논, 카프릴릴글라이콜, 에틸헥실글리세린, 토코페롤, 베르가모트오일",프롬 플랜트 마스크 블루베리,"1,500원",스킨케어
258,에이에이치씨코리아,https://contents.lotteon.com/itemimage/LB/PD/10/02/14/46/_3/24/10/LBPD10021446_32410_1.jpg/dims/resizef/554X554,상세페이지 참조,타임 리와인드 아이크림 마스크 4입,"11,500원",스킨케어
259,바이오더마,https://contents.lotteon.com/itemimage/LB/PD/10/00/00/67/_3/22/LBPD10000067_322_1.jpg/dims/resizef/554X554,"정제수, 디카프릴릴카보네이트, 옥토크릴렌, [나노]메칠렌비스-벤조트리아조릴테트라메칠부틸페놀, 부틸메톡시디벤조일메탄, 글리세린, 메칠메타크릴레이트크로스폴리머, 사이클로헥사실록산, 사이클로펜타실록산, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 폴리메칠실세스퀴옥산, 메칠프로판디올, 에이치디아이/트리메칠올헥실락톤크로스폴리머, 씨20-22알킬포스페이트, 씨20-22알코올, 데실글루코사이드, 글리세릴스테아레이트시트레이트, 펜틸렌글라이콜, 마이크로크리스탈린셀룰로오스, C30-45알킬세테아릴디메치콘크로스폴리머, 1,2-헥산디올, 카프릴릴글라이콜, 디소듐이디티에이, 잔탄검, 만니톨, 자일리톨, 소듐하이드록사이드, 셀룰로오스검, 람노즈, 프로필렌글라이콜, 시트릭애씨드, 엑토인, 토코페롤",포토덤 아쿠아 플루이드 SPF50+,"22,400원",스킨케어
260,어바웃미,https://contents.lotteon.com/itemimage/LB/PD/10/02/21/13/_3/32/84/LBPD10022113_33284_1.jpg/dims/resizef/554X554,"카카두플럼추출물, 프로판다이올, 나이아신아마이드, 비피다발효용해물, 메틸프로판다이올, 베타인, 트라넥사믹애씨드, 다시마추출물, 한련초잎추출물, 병풀추출물, 귀리커넬추출물, 봉의꼬리추출물, 아티초크잎추출물, 카바카바잎/뿌리/줄기추출물, 인삼열매추출물, 레몬추출물, 바오밥나무씨추출물, 푸른연꽃수, 하이드로제네이티드레시틴, 베르가모트오일, 글리세린, 암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트크로스폴리머, 옥틸도데세스-16, 글루타티온, 에칠아스코빌에텔, 카보머, 판테놀, 정제수, 트로메타민, 폴리쿼터늄-51, 베타-글루칸, 아데노신, 다이소듐이디티에이, 프룩토올리고사카라이드, 부틸렌글라이콜, 자일리틸글루코사이드, 하이드롤라이즈드하이알루로닉애씨드, 안하이드로자일리톨, 자일리톨, 글루코오스, 아스코빅애씨드, 토코페롤, 1,2-헥산다이올, 에틸헥실글리세린, 펜틸렌글라이콜, 카프릴릴글라이콜 [카카두c필링패드] 정제수, 다이프로필렌글라이콜, 셀룰로오스, 카카두플럼추출물(30,380ppm), 폴리글리세릴-10라우레이트, 카프릴릴글라이콜, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 알란토인, 트레할로오스, 레몬즙, 부틸렌글라이콜, 글루코노락톤, 시트릭애씨드, 다이포타슘글리시리제이트, 레몬추출물, 토코페롤, 1,2-헥산다이올, 하이드록시아세토페논, 에틸헥실글리세린, 다이소듐이디티에이, 향료",카카두C 잡티 세럼 50ml [업체배송],"28,000원",스킨케어
261,아벤느,https://contents.lotteon.com/itemimage/LB/PD/10/01/93/22/_2/94/62/LBPD10019322_29462_1.jpg/dims/resizef/554X554,"아쿠아(아벤느 온천수),글리세린,옥틸도데칸올,미네랄오일,세테아릴알코올,다이메티콘,아이소도데케인,메틸글루세스-20,펜틸렌글라이콜,정제수,실리카,세테아릴글루코사이드,글리세릴스테아레이트,피이지-100스테아레이트,하이드로제네이티드스타치하이드롤리세이트,폴리아크릴레이트-13,에틸헥실글리세린,향료,폴리아이소부텐,벤조익애씨드,잔탄검,카프릴릭/카프릭트라이글리세라이드,폴리솔베이트20,토코페릴글루코사이드,솔비탄아이소스테아레이트,소듐하이드록사이드,라즈베리추출물,소듐벤조에이트,빌베리열매추출물,레드커런트열매추출물,토코페롤",리바이탈라이징 너리싱 크림 50ml,"36,000원",스킨케어
262,데이멜로우,https://contents.lotteon.com/itemimage/LB/PD/10/01/95/90/_2/99/56/LBPD10019590_29956_1.jpg/dims/resizef/554X554,상세페이지 참조,블루마린 퓨리티 토너 200ml [업체배송],"28,000원",스킨케어
263,더랩바이블랑두,https://contents.lotteon.com/itemimage/LB/PD/10/01/84/88/_2/85/04/LBPD10018488_28504_1.jpg/dims/resizef/554X554,"정제수, 부틸렌글라이콜, 글리세린, 글리세릴글루코사이드, 글리세레스-26, 소듐하이알루로네이트(10,000 ppm), 백설차잎추출물, 꽃송이버섯추출물, 자일리틸글루코사이드, 안하이드로자일리톨, 자일리톨, 글루코오스, 하이드록시에틸셀룰로오스, 카보머, 트로메타민, 알란토인, 보스웰리아수지추출물, 1,2-헥산다이올, 다이소듐이디티에이, 에틸헥실글리세린",히알루론산 부스팅 앰플 기획(+토너 50ml),"15,000원",스킨케어
264,폴라초이스,https://contents.lotteon.com/itemimage/LB/PD/10/01/62/39/_2/51/96/LBPD10016239_25196_1.jpg/dims/resizef/554X554,"정제수, 글라이콜릭애씨드(8%)(알파하이드록시애씨드/각질제거제), 소듐하이드록사이드(pH조절제), 마트리카리아꽃추출물, 알로에베라잎즙(보습), 유차나무잎추출물(항산화제), 소듐하이알루로네이트(피부영양), 판테놀(보습), 소듐피씨에이(피부영양), 프로필렌글라이콜(보습), 부틸렌글라이콜(보습), 하이드록시에틸셀룰로오스(질감향상제), 폴리쿼터늄-10(질감향상제), 페녹시에탄올(보존제), 소듐벤조에이트(보존제)",8퍼센트 아하 젤 각질제거제 100ml,"28,000원",스킨케어
265,로하셀,https://contents.lotteon.com/itemimage/LB/PD/10/01/52/33/_2/37/67/LBPD10015233_23767_1.jpg/dims/resizef/554X554,"해수, 프로판다이올, 1,2-헥산다이올, 글리세린, 카보머, 판테놀, 트로메타민, 다이소듐이디티에이, 사카라이드하이드롤리세이트, 황금추출물, 황벽나무껍질추출물, 세라마이드엔피, 세라마이드엔에스, 콜레스테롤, 피토스핑고신, 세라마이드에이에스, 세라마이드에이피, 세라마이드이오피, 하이드로제네이티드레시틴, 세테아릴알코올, 소듐하이알루로네이트, 잔탄검, 스테아릭애씨드, 트레할로오스, 폴리글루타믹애씨드, 하이드롤라이즈드소듐하이알루로네이트, 에틸헥실글리세린, 아이소펜틸다이올, 카프릴릴글라이콜, 알루미늄수크로오스옥타설페이트, 폴리글리세릴-10스테아레이트, 셀룰로오스, 소듐서팩틴",세이브 미 수딩 토너 150ml,"18,200원",스킨케어
266,플로랑스네이처,https://contents.lotteon.com/itemimage/LB/PD/10/00/70/85/_1/11/36/LBPD10007085_11136_1.jpg/dims/resizef/554X554,"정제수, 코코넛야자오일, C10-18트라이글리세라이즈, 글리세린, 로얄젤리, 메틸헵틸아이소스테아레이트, 글리세릴스테아레이트시트레이트, 펜틸렌글라이콜, 세테아릴알코올, 카프릴릭/카프릭트라이글리세라이드, 부틸렌글라이콜, 잔탄검, 하이드롤라이즈드하이알루로닉애씨드, 향료, 소듐벤조에이트, 벤조익애씨드, 해바라기씨오일, 소듐하이알루로네이트, 토코페롤, 레시틴, 배더락스추출물,  아데노신, 리날룰, 소듐하이드록사이드, 시팀우드검추출물, 리모넨, 유제놀, 포타슘솔베이트, 시트릭애씨드,99%자연유래성분",컴포팅 안티 링클 나이트크림 50ml,"24,900원",스킨케어
267,리더스,https://contents.lotteon.com/itemimage/LB/PD/10/01/13/80/_1/79/70/LBPD10011380_17970_1.jpg/dims/resizef/554X554,상세이미지참조,인솔루션 바세린 모이스처 마스크,"1,200원",스킨케어
268,얼트루,https://contents.lotteon.com/itemimage/LB/PD/10/01/33/88/_2/10/42/LBPD10013388_21042_1.jpg/dims/resizef/554X554,"정제수, 디프로필렌글라이콜, 글리세린, 메칠프로판디올, 부틸렌글라이콜, 모란뿌리추출물, 병풀추출물, 1,2-헥산디올, 캐모마일꽃추출물, 글리세릴카프릴레이트, 에칠헥실글리세린, 판테놀, 판토락톤, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 페닐트리메치콘, 폴리글리세릴-10라우레이트, 디에칠헥실소듐설포석시네이트, 트레할로스, 알란토인, 잔탄검, 하이드록시에칠셀룰로오스, 카보머, 오렌지껍질오일, 탄제린껍질오일, 리씨열매오일, 육두구커넬오일, 소듐폴리아크릴레이트스타치, 알로에잎추출물, 녹차추출물, 캐모마일꽃수, 오이추출물, 로즈마리추출물, 바질추출물, 페퍼민트추출물, 시트릭애씨드, 마데카소사이드, 칼라민, 디소듐이디티에이",pH5.5 젤리마스크팩 - 수딩 (약산성팩-진정),"1,500원",스킨케어
269,블리블리,https://contents.lotteon.com/itemimage/LB/PD/10/02/24/30/_3/37/07/LBPD10022430_33707_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 세틸에틸헥사노에이트, 하이드로제네이티드식물성오일, 코코넛야자오일, 세테아릴알코올, 1,2-헥산다이올, 시어버터, 나이아신아마이드, 폴리솔베이트60, 비즈왁스, 사이클로펜타실록세인, 누에고치추출물(9990ppm), 사이클로헥사실록세인, 글리세릴스테아레이트, 피이지-100스테아레이트, 프로필렌글라이콜다이벤조에이트, 소듐폴리아크릴로일다이메틸타우레이트, 하이드로제네이티드폴리데센, 카프릴릭/카프릭트라이글리세라이드, 황련뿌리추출물, 부틸렌글라이콜, 알란토인, 판테놀, 토코페릴아세테이트, 에틸헥실글리세린, 하이드로제네이티드레시틴, 아데노신, 하이드롤라이즈드케라틴, 하이드롤라이즈드우유단백질(300 ppm), 하이드롤라이즈드실크(300 ppm), 트라이데세스-10, 피토스테릴/옥틸도데실라우로일글루타메이트, 세라마이드엔피, 덱스트린, 카카오추출물, 글라이신, 세린, 글루타믹애씨드, 아스파틱애씨드, 류신, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 히스티딘, 시스테인, 메티오닌, 소듐하이알루로네이트, 다이소듐이디티에이, 향료",단백질 실크 스킨 크림,"19,200원",스킨케어
270,라포티셀,https://contents.lotteon.com/itemimage/LB/PD/10/01/87/62/_2/88/06/LBPD10018762_28806_1.jpg/dims/resizef/554X554,"글리세린, 미리스틱애씨드, 정제수, 메틸프로판다이올, 포타슘코코일글리시네이트, 스테아릭애씨드, 포타슘하이드록사이드, 코카미도프로필베타인, 라우릭애씨드, 소듐메틸코코일타우레이트, 피이지-40스테아레이트, 글리세릴스테아레이트, 피이지-100스테아레이트, 병풀추출물, 무화과추출물, 두송열매추출물, 인도멀구슬나무잎추출물, 다시마추출물, 한련초잎추출물, 오렌지오일, 필리핀오렌지껍질오일, 녹차수, 리씨열매오일, 하이드로제네이티드레시틴, 토코페릴아세테이트, 다이프로필렌글라이콜, 트라이소듐이디티에이, 프룩토올리고사카라이드, 부틸렌글라이콜, 판테놀, 레시틴, 베타-글루칸, 라피노오스, 세라마이드엔피, 폴릭애씨드, 하이드롤라이즈드하이알루로닉애씨드, 트로메타민, 팔미토일펜타펩타이드-4, 1,2-헥산다이올, 시트랄, 리모넨",포어톡스 포밍 클렌저 150ml 1+1 기획 리뉴얼,"17,600원",스킨케어
271,바이오더마,https://contents.lotteon.com/itemimage/LB/PD/10/00/01/90/_2/90/LBPD10000190_290_1.jpg/dims/resizef/554X554,"정제수, 피이지-6카프릴릭/카프릭글리세라이드, 디소듐이디티에이, 세트리모늄브로마이드, 프로필렌글라이콜, 오이추출물, 프룩토올리고사카라이드, 만니톨, 자일리톨, 람노오스",센시비오 H2O 100ml,"6,000원",스킨케어
272,듀이트리,https://contents.lotteon.com/itemimage/LB/PD/10/00/27/12/_4/89/8/LBPD10002712_4898_1.jpg/dims/resizef/554X554,"정제수, 변성알코올, 프로필렌글라이콜, 글리세린, 사과추출물, 수용성콜라겐, 알로에베라잎즙, 쇠비름추출물, 브로콜리추출물, 토마토추출물, 판테놀, 알란토인, 폴리글리세릴-6카프릴레이트, 코코-베타인, 소듐클로라이드, 다이소듐코코암포다이아세테이트, 시트릭애씨드, 소듐시트레이트, 카프릴릴글라이콜, 데실렌글라이콜, 라우릴피리디늄클로라이드, 레불리닉애씨드, 소듐레불리네이트, 레몬껍질오일, 로즈마리잎오일, 라벤더오일, 오렌지껍질오일, 일랑일랑꽃오일, 멕시칸주니퍼오일",3이펙트 클렌징티슈 100매입,"7,000원",스킨케어
273,유세린,https://contents.lotteon.com/itemimage/LB/PD/10/01/17/27/_1/83/27/LBPD10011727_18327_1.jpg/dims/resizef/554X554,"정제수, 소듐코코암포아세테이트, 다이프로필렌글라이콜, 소듐라우레스설페이트, 소듐클로라이드, 시트릭애씨드, 소듐벤조에이트, 살리실릭애씨드",더모 퓨리파이어 오일 컨트롤 클렌징젤 200ml,"15,470원",스킨케어
274,바이오더마,https://contents.lotteon.com/itemimage/LB/PD/10/00/01/93/_2/49/LBPD10000193_249_1.jpg/dims/resizef/554X554,"정제수, 소듐코코암포아세테이트, 소듐라우레스설페이트, 메칠프로판디올, 디소듐이디티에이, 락틱애씨드, 징크설페이트, 카퍼설페이트, 소듐클로라이드, 포타슘소르베이트, 자일리톨, 피이지-90글리세릴이소스테아레이트, 프룩토올리고사카라이드, 만니톨, 람노오스, 프로필렌글라이콜, 라우레스-2, 은행잎추출물, 소듐하이드록사이드, 향료",세비엄 젤무쌍 200ml,"12,720원",스킨케어
275,플로랑스네이처,https://contents.lotteon.com/itemimage/LB/PD/10/00/70/95/_1/11/26/LBPD10007095_11126_1.jpg/dims/resizef/554X554,"정제수, 호호바씨오일, 비터오렌지꽃수, 코코-카프릴레이트/카프레이트, 글리세린, 글리세릴스테아레이트시트레이트, 시어버터, 세테아릴알코올, 세라알바, 살구씨오일, 벤질알코올, 향료, 잔탄검, 빌베리열매/잎추출물, 토코페롤, 사탕수수추출물, 데하이드로아세틱애씨드, 오렌지추출물, 레몬추출물, 설탕단풍추출물, 리날룰,99% 자연유래성분",레디언스 뉴트리션 마스크 50ml,"8,900원",스킨케어
276,얼트루,https://contents.lotteon.com/itemimage/LB/PD/10/01/59/21/_2/46/00/LBPD10015921_24600_1.jpg/dims/resizef/554X554,"정제수, 글리세린, 다이프로필렌글라이콜, 메틸프로판다이올, 알로에베라잎추출물, 다시마추출물, 한련초잎추출물, 포트마리골드꽃추출물(1,000ppm), 포트마리골드꽃수(1,000ppm), 소듐하이알루로네이트, 하이드로제네이티드레시틴, 베타인, 암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트크로스폴리머, 폴리글리세릴-10라우레이트, 판테놀, 효모발효여과물, 카보머, 잔탄검, 트로메타민, 글리세릴글루코사이드, 다이소듐이디티에이, 프룩토올리고사카라이드, 베타-글루칸, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 하이드롤라이즈드하이알루로닉애씨드, 향료, 1,2-헥산다이올, 하이드록시아세토페논",아임쏘리 리얼 카렌둘라 생기 마스크팩,"4,000원",스킨케어
277,바이오오일,https://contents.lotteon.com/itemimage/LB/PD/10/01/73/45/_2/66/47/LBPD10017345_26647_1.jpg/dims/resizef/554X554,"""미네랄 오일, 이소프로필팔미테이트, 트리손나노인, 세테아릴에틸헥사노에이트, 글리세린, 시어버터, 정제수(물),  이소프로필미리스테이트, 우레아, 카프릴릭/카프릭 트리글리세라이드, 이소스테아릴이소스테아레이트,  C26-28 알킬 디메치콘, 소듐락테이트, 글루코노락톤, 소듐 PCA, 소듐하이알루로네이트, 옥틸도데실 PCA,  슈크로오스라우레이트, 슈크로오스스테아레이트, 락틱애씨드, 라놀린, 부틸렌글라이콜,  디메치콘/비닐디메치콘크로스폴리머, 비사보롤, 해바라기씨오일, 실리카, 콩오일, BHT, 레티닐팔미테이트,  토코페릴아세테이트, 나이아신아마이드, 리놀레산,리놀렌산, 토코페롤, 카모마일꽃오일, 카렌듈라꽃추출물,  로즈마리잎오일, 라벤더오일, 향료, 시트로넬롤, 파르네솔, 리모넨, 리날룰, 적색227호""",드라이 스킨 젤 50ml,"5,900원",스킨케어
278,브라운랩,https://contents.lotteon.com/itemimage/LB/PD/10/00/76/06/_1/17/95/LBPD10007606_11795_1.jpg/dims/resizef/554X554,"정제수, 셀룰로오스, 메틸프로판다이올,1,2-헥산다이올, 귀리커넬추출물, 아티초크잎추출물, 라벤더오일, 녹차수, 하이드로제네이티드레시틴, 캐모마일꽃오일, 폴리글리세릴-10라우레이트, 베타인, 카보머, 글리세린, 트로메타민, 폴리쿼터늄-51, 베타-글루칸, 에틸헥실글리세린",애시드 밸런스 페이셜 스크럽 150ml,"8,650원",스킨케어
